RecordID,IP Address,LoggedInFlag,ServerID,VisitPageFlag
26697,230.2.211.6,1,2,0
26698,237.13.175.2,0,1,0
26699,56.5.67.7,0,2,0
26700,84.15.239.2,1,1,0
26701,23.16.121.1,1,2,0
26702,201.3.56.5,0,2,0
26703,62.1.131.6,1,1,0
26704,230.13.47.7,0,1,0
26705,9.13.30.8,0,2,0
26706,177.10.213.8,0,2,0
26707,247.8.73.5,0,2,0
26708,70.5.93.6,0,1,0
26709,60.1.15.3,1,1,0
26710,15.0.3.8,0,2,0
26711,13.3.189.1,0,1,0
26712,79.6.120.4,0,1,1
26713,242.15.98.8,1,2,0
26714,199.12.61.8,1,1,0
26715,142.16.202.4,0,1,0
26716,190.11.70.4,1,1,0
26717,210.4.42.7,0,2,0
26718,161.2.243.5,1,2,0
26719,0.3.16.6,1,2,0
26720,76.12.55.5,1,1,0
26721,52.14.154.8,1,1,0
26722,182.2.35.3,1,1,0
26723,180.10.226.4,0,2,0
26724,87.2.215.5,0,2,0
26725,167.15.81.2,1,1,0
26726,189.1.36.2,0,2,0
26727,212.15.207.4,0,2,0
26728,42.8.1.1,1,1,0
26729,14.9.188.7,0,2,0
26730,222.1.223.9,0,2,0
26731,46.14.168.6,0,2,0
26732,185.13.13.5,1,1,0
26733,0.0.220.4,0,1,1
26734,161.8.221.4,0,2,0
26735,148.15.98.4,1,1,0
26736,189.8.167.6,1,1,0
26737,220.1.148.4,0,2,0
26738,94.15.125.3,1,2,0
26739,145.1.202.6,1,2,0
26740,71.1.147.7,1,1,0
26741,6.5.194.4,0,2,0
26742,156.7.161.5,1,2,0
26743,65.4.81.5,1,2,0
26744,18.15.81.2,1,2,0
26745,92.4.126.9,0,1,0
26746,31.16.228.8,0,2,1
26747,142.4.97.5,0,2,0
26748,156.11.106.3,1,2,0
26749,209.4.145.8,1,2,0
26750,167.6.91.3,1,2,0
26751,132.9.29.1,0,1,0
26752,114.12.8.4,1,2,0
26753,169.12.68.5,0,1,0
26754,117.6.229.7,1,1,0
26755,62.0.43.4,0,2,0
26756,180.12.242.1,1,2,0
26757,113.4.72.6,0,2,0
26758,148.7.38.6,0,2,0
26759,51.15.166.5,1,1,0
26760,81.12.92.2,1,2,0
26761,89.14.143.6,0,1,0
26762,90.8.196.1,0,2,0
26763,146.9.167.4,0,2,0
26764,133.13.45.1,1,2,0
26765,166.9.177.6,1,1,0
26766,45.10.16.3,0,1,0
26767,250.1.172.6,0,1,0
26768,233.16.72.3,1,2,0
26769,173.10.113.8,0,1,0
26770,37.14.169.2,1,1,0
26771,75.12.41.2,0,2,0
26772,99.12.246.3,1,2,0
26773,13.9.229.9,1,1,0
26774,34.15.98.1,0,2,0
26775,94.16.96.6,1,1,0
26776,127.11.131.6,0,1,0
26777,61.9.92.1,0,2,0
26778,73.7.212.3,1,1,0
26779,143.4.176.3,1,2,0
26780,18.4.125.7,1,2,0
26781,89.0.126.5,1,1,0
26782,104.11.53.6,1,2,0
26783,35.15.102.9,1,1,0
26784,187.15.17.4,1,1,0
26785,233.14.1.1,0,2,0
26786,95.13.0.7,0,2,0
26787,223.0.72.5,0,1,1
26788,162.13.87.5,1,2,0
26789,20.8.171.7,1,1,0
26790,11.13.8.4,1,2,0
26791,16.9.33.2,1,2,0
26792,169.15.19.5,1,2,0
26793,9.3.96.5,0,1,0
26794,216.8.54.4,0,2,0
26795,116.3.23.4,1,2,0
26796,238.6.102.4,1,1,0
26797,169.7.18.7,1,2,0
26798,196.10.239.9,0,1,0
26799,36.15.145.7,1,2,0
26800,72.11.247.4,1,2,0
26801,126.13.100.1,1,2,0
26802,141.10.204.2,1,1,0
26803,217.16.103.7,1,2,0
26804,183.9.36.4,0,1,0
26805,18.0.162.7,0,1,0
26806,134.14.172.2,0,1,0
26807,72.8.198.8,1,2,0
26808,138.4.150.8,1,2,0
26809,205.14.248.5,0,2,0
26810,202.13.187.7,1,1,0
26811,92.6.42.5,0,1,0
26812,88.9.102.7,0,1,0
26813,125.15.251.8,1,2,0
26814,218.0.240.8,0,2,0
26815,35.8.119.4,0,1,0
26816,43.7.28.2,1,1,0
26817,49.10.115.5,0,2,1
26818,138.5.242.1,1,1,0
26819,244.4.224.2,0,2,0
26820,22.3.15.3,0,2,0
26821,86.8.183.1,1,2,0
26822,35.3.156.4,1,1,0
26823,143.7.97.9,0,1,0
26824,13.8.205.5,1,1,0
26825,232.8.254.8,0,2,0
26826,230.1.208.5,0,2,0
26827,5.5.190.3,0,2,1
26828,31.1.189.5,1,2,0
26829,234.6.27.3,0,2,0
26830,117.11.161.7,1,2,0
26831,57.9.134.5,0,1,1
26832,119.2.14.4,1,2,0
26833,142.10.32.5,0,1,0
26834,193.3.99.6,1,2,0
26835,146.10.103.4,0,2,0
26836,82.10.104.6,1,1,0
26837,79.13.90.4,1,2,0
26838,202.14.57.9,1,2,0
26839,204.15.16.5,1,2,0
26840,254.15.128.7,1,1,0
26841,156.0.221.1,1,2,0
26842,148.11.134.9,1,1,0
26843,219.15.224.1,0,2,1
26844,231.5.58.3,1,2,0
26845,32.15.97.9,0,1,0
26846,1.16.142.2,1,1,0
26847,188.0.77.4,0,1,0
26848,177.9.170.5,1,2,0
26849,199.0.220.5,1,2,0
26850,162.9.101.5,0,2,0
26851,170.9.83.4,1,2,0
26852,239.11.237.4,0,2,0
26853,153.5.64.3,1,1,0
26854,234.5.124.9,1,1,0
26855,130.16.44.5,0,2,1
26856,40.5.140.1,1,2,0
26857,235.9.186.4,0,2,0
26858,12.3.207.9,1,2,0
26859,248.9.86.2,1,2,0
26860,228.8.174.5,0,2,0
26861,79.10.133.8,0,2,0
26862,188.12.13.2,1,2,0
26863,32.11.162.8,0,2,0
26864,107.4.3.7,0,2,0
26865,227.11.23.4,1,1,0
26866,5.11.134.1,1,1,0
26867,198.9.70.4,1,2,0
26868,80.3.83.9,1,1,0
26869,54.1.236.7,1,2,0
26870,103.4.15.4,0,2,0
26871,142.11.85.1,1,2,0
26872,53.0.90.1,0,2,0
26873,62.5.7.8,1,2,0
26874,0.11.138.8,0,2,0
26875,236.1.24.8,1,1,0
26876,183.12.54.9,1,1,0
26877,214.15.143.7,0,1,0
26878,91.14.196.7,0,2,1
26879,80.14.86.7,0,2,0
26880,19.0.113.6,1,2,0
26881,120.13.191.5,1,1,0
26882,120.6.60.1,0,2,0
26883,89.5.155.8,1,2,0
26884,196.13.3.8,1,1,0
26885,56.4.43.5,1,2,0
26886,154.9.75.8,1,2,0
26887,71.0.9.6,1,1,0
26888,95.3.173.4,1,1,0
26889,96.8.176.7,1,1,0
26890,121.5.37.8,0,2,1
26891,108.3.88.4,0,2,0
26892,47.6.167.3,0,2,0
26893,41.1.77.4,1,1,0
26894,57.12.53.9,1,2,0
26895,64.13.86.4,1,2,0
26896,82.6.231.4,0,2,1
26897,0.8.199.3,0,1,0
26898,98.0.235.1,0,1,0
26899,82.3.5.7,1,2,0
26900,165.3.0.1,0,1,0
26901,59.2.133.2,0,1,0
26902,21.14.40.1,1,2,0
26903,190.14.143.5,0,2,0
26904,45.4.33.2,1,2,0
26905,30.0.141.2,0,1,0
26906,176.9.114.4,0,1,1
26907,181.8.212.4,0,1,0
26908,208.15.60.6,1,1,0
26909,4.5.84.5,1,1,0
26910,127.5.190.5,1,1,0
26911,119.14.23.8,1,2,0
26912,191.12.235.3,1,2,0
26913,47.2.240.8,1,1,0
26914,239.1.192.7,0,2,0
26915,164.15.114.1,0,2,0
26916,71.1.242.2,0,1,0
26917,166.4.214.1,1,2,0
26918,172.6.46.2,1,2,0
26919,220.10.73.8,1,2,0
26920,147.14.28.4,1,2,0
26921,34.8.245.3,0,2,0
26922,32.9.81.8,1,1,0
26923,11.3.241.2,1,2,0
26924,95.3.247.1,0,2,0
26925,131.13.229.5,1,1,0
26926,251.0.179.9,0,1,0
26927,198.11.215.9,0,1,1
26928,74.13.250.8,1,2,0
26929,71.9.8.9,1,2,0
26930,21.16.183.6,1,1,0
26931,76.11.226.5,1,1,0
26932,83.14.227.6,1,2,0
26933,82.2.253.7,0,1,0
26934,181.14.123.8,0,2,1
26935,33.9.88.3,0,2,0
26936,25.13.29.1,0,1,0
26937,53.8.35.6,1,2,0
26938,24.9.27.4,1,1,0
26939,74.13.95.5,1,1,0
26940,54.8.231.3,1,2,0
26941,107.9.171.4,1,2,0
26942,251.11.170.2,1,2,0
26943,111.15.78.3,1,1,0
26944,215.15.22.8,0,1,0
26945,239.15.52.9,0,2,0
26946,243.15.187.7,1,2,0
26947,44.0.72.9,1,1,0
26948,42.14.108.7,0,1,1
26949,0.4.195.9,1,2,0
26950,94.5.236.6,1,1,0
26951,116.13.27.6,0,2,0
26952,32.16.214.4,0,1,0
26953,80.2.21.2,1,2,0
26954,74.12.212.9,1,1,0
26955,62.15.124.6,1,2,0
26956,129.2.146.3,0,1,0
26957,198.9.141.6,1,1,0
26958,71.13.2.8,1,1,0
26959,60.1.111.2,1,2,0
26960,10.0.164.4,0,1,0
26961,43.4.164.5,0,1,0
26962,201.9.236.2,0,2,0
26963,40.5.232.1,0,1,0
26964,55.10.177.2,0,1,0
26965,123.15.153.9,1,2,0
26966,129.1.208.3,0,2,0
26967,202.15.240.4,1,2,0
26968,160.2.48.4,1,1,0
26969,169.10.149.9,1,1,0
26970,105.13.254.9,1,1,0
26971,100.16.222.7,0,1,1
26972,214.2.229.4,1,1,0
26973,51.16.211.5,1,1,0
26974,210.16.15.6,1,1,0
26975,128.15.64.2,1,2,0
26976,111.13.59.9,1,1,0
26977,31.9.76.8,1,2,0
26978,226.6.51.3,0,2,0
26979,252.15.50.6,0,2,0
26980,201.7.178.9,1,1,0
26981,233.6.211.1,0,1,0
26982,191.3.26.4,0,1,0
26983,243.6.236.5,1,2,0
26984,9.7.166.3,0,1,0
26985,131.11.254.2,1,1,0
26986,228.12.74.7,0,1,0
26987,97.10.22.1,0,2,0
26988,61.3.23.9,1,2,0
26989,131.10.106.9,0,1,0
26990,103.16.139.1,1,1,0
26991,10.9.138.3,1,1,0
26992,166.2.252.4,0,2,0
26993,121.4.78.3,0,2,0
26994,12.8.92.6,1,1,0
26995,89.4.191.7,0,1,1
26996,78.4.190.9,1,2,0
26997,223.5.45.3,1,1,0
26998,238.4.179.2,1,1,0
26999,103.8.162.3,0,1,0
27000,127.1.129.2,1,1,0
27001,93.0.153.9,0,2,0
27002,8.0.39.8,0,1,0
27003,153.1.247.2,1,2,0
27004,40.10.107.5,0,2,0
27005,225.4.197.4,0,1,1
27006,36.1.5.6,0,2,0
27007,217.5.33.8,0,2,0
27008,218.16.112.6,0,2,1
27009,254.6.165.6,1,2,0
27010,245.6.57.6,1,2,0
27011,239.3.7.6,1,1,0
27012,245.13.6.3,0,1,0
27013,110.16.218.8,1,2,0
27014,199.3.166.7,0,1,1
27015,1.15.89.4,0,2,1
27016,146.2.222.7,1,2,0
27017,148.3.92.4,1,1,0
27018,117.6.188.3,0,1,1
27019,84.4.84.3,0,2,0
27020,126.16.117.7,0,1,1
27021,167.6.204.7,0,1,1
27022,202.9.120.7,1,1,0
27023,176.5.66.5,1,2,0
27024,241.8.124.8,1,2,0
27025,12.13.148.5,0,2,1
27026,92.14.15.8,0,2,0
27027,7.1.90.8,1,1,0
27028,240.12.140.9,0,2,0
27029,193.8.6.2,0,2,0
27030,79.6.120.4,0,1,1
27031,180.1.146.4,1,2,0
27032,221.10.213.3,1,2,0
27033,135.7.42.5,1,2,0
27034,11.10.56.2,1,2,0
27035,83.4.36.4,0,2,0
27036,254.2.25.7,1,2,0
27037,24.4.138.9,1,2,0
27038,60.3.9.6,1,2,0
27039,44.13.158.8,1,1,0
27040,115.11.216.6,1,2,0
27041,26.8.65.1,1,2,0
27042,68.8.111.3,0,1,1
27043,15.13.68.3,1,2,0
27044,227.5.140.7,0,2,0
27045,67.1.249.6,1,1,0
27046,189.1.1.6,0,2,0
27047,65.12.127.2,0,1,0
27048,8.8.160.2,1,2,0
27049,81.8.189.1,0,1,0
27050,147.5.65.6,0,1,0
27051,170.9.148.8,1,1,0
27052,243.15.30.3,0,2,0
27053,206.7.71.2,0,2,0
27054,16.11.72.6,1,2,0
27055,158.6.141.1,1,1,0
27056,11.8.207.9,0,2,0
27057,137.9.167.2,1,1,0
27058,62.8.177.1,1,2,0
27059,110.1.184.1,0,1,0
27060,95.2.205.6,1,2,0
27061,33.16.48.5,0,1,0
27062,94.8.69.2,0,1,0
27063,4.5.84.5,1,1,0
27064,233.8.203.3,1,1,0
27065,132.11.203.5,0,2,0
27066,43.7.20.6,0,1,0
27067,59.3.69.1,0,2,0
27068,56.9.248.3,0,2,1
27069,117.14.195.7,1,1,0
27070,169.14.84.4,0,2,0
27071,239.14.164.2,1,2,0
27072,116.7.47.2,0,1,0
27073,128.4.10.6,1,2,0
27074,45.2.254.2,1,2,0
27075,26.8.158.5,0,1,0
27076,79.12.241.7,0,1,0
27077,13.11.155.7,1,2,0
27078,209.11.116.6,0,2,1
27079,61.14.251.5,1,2,0
27080,82.2.16.7,1,1,0
27081,94.0.207.5,0,2,0
27082,170.16.35.5,0,2,0
27083,179.14.61.5,1,2,0
27084,30.12.152.6,0,1,1
27085,7.16.7.3,0,1,0
27086,103.3.44.4,0,1,0
27087,138.4.200.7,1,1,0
27088,117.1.6.2,1,2,0
27089,196.11.100.9,1,1,0
27090,28.15.190.5,0,1,0
27091,17.6.132.6,0,1,1
27092,7.8.217.4,0,2,1
27093,73.5.126.5,1,2,0
27094,174.16.51.6,1,1,0
27095,106.4.209.3,0,1,0
27096,172.12.87.4,0,1,0
27097,88.4.232.5,0,2,0
27098,168.3.92.8,0,2,0
27099,129.7.232.9,0,2,0
27100,42.11.138.7,0,1,0
27101,146.4.172.5,1,1,0
27102,202.15.149.1,1,2,0
27103,223.0.223.1,0,1,0
27104,8.9.174.2,1,1,0
27105,117.1.95.4,1,1,0
27106,244.10.132.4,0,1,0
27107,176.2.27.5,1,1,0
27108,3.15.233.8,0,2,0
27109,144.8.137.3,0,1,0
27110,152.2.167.2,0,1,0
27111,67.14.132.1,1,2,0
27112,105.0.176.6,1,2,0
27113,66.14.121.2,1,1,0
27114,229.8.112.2,1,1,0
27115,246.0.75.1,1,2,0
27116,132.9.188.1,1,2,0
27117,42.3.51.9,1,2,0
27118,46.9.32.8,1,1,0
27119,141.13.55.5,0,1,0
27120,206.4.97.3,1,1,0
27121,213.6.28.2,1,2,0
27122,197.15.217.5,0,1,0
27123,183.5.8.3,1,2,0
27124,62.12.75.9,1,1,0
27125,179.14.139.8,0,1,0
27126,70.13.60.4,1,2,0
27127,119.0.188.7,0,2,0
27128,228.4.250.4,0,1,0
27129,82.9.27.4,1,2,0
27130,164.4.222.1,0,1,0
27131,171.4.23.8,0,2,0
27132,152.8.160.6,0,2,0
27133,79.15.195.9,0,2,0
27134,100.16.254.4,1,1,0
27135,33.5.173.1,0,1,0
27136,243.2.168.7,0,2,0
27137,22.15.133.8,1,2,0
27138,125.1.39.2,0,1,0
27139,50.7.11.9,1,1,0
27140,71.11.97.2,1,1,0
27141,55.6.10.1,1,2,0
27142,82.13.185.1,0,1,0
27143,32.4.214.6,0,1,0
27144,51.0.100.7,0,2,0
27145,204.0.89.1,0,2,0
27146,240.0.54.3,1,1,0
27147,252.8.115.6,0,1,0
27148,68.10.152.4,0,2,0
27149,36.16.140.2,1,2,0
27150,103.16.194.8,1,2,0
27151,34.1.181.5,1,2,0
27152,234.10.200.9,1,1,0
27153,35.10.161.5,0,2,0
27154,127.1.252.3,1,2,0
27155,232.7.16.8,1,2,0
27156,131.12.84.2,1,2,0
27157,69.1.17.9,0,2,1
27158,242.6.174.7,1,2,0
27159,53.3.92.8,0,2,0
27160,213.16.190.7,0,2,0
27161,84.0.53.5,1,2,0
27162,43.11.252.9,1,2,0
27163,87.12.38.1,0,1,0
27164,173.15.210.4,0,1,1
27165,19.6.232.6,0,2,0
27166,134.16.227.6,1,1,0
27167,44.8.49.6,1,2,0
27168,104.10.239.2,1,2,0
27169,236.6.110.9,0,2,0
27170,74.6.136.2,0,1,0
27171,82.16.89.1,1,1,0
27172,149.4.231.8,1,1,0
27173,203.8.255.6,1,1,0
27174,42.16.52.6,1,2,0
27175,108.5.5.7,0,1,0
27176,34.6.80.2,0,2,0
27177,244.7.14.9,1,1,0
27178,100.0.253.6,1,1,0
27179,172.7.170.6,1,1,0
27180,121.6.46.7,0,2,0
27181,54.3.114.6,1,2,0
27182,0.10.175.9,1,1,0
27183,224.10.181.1,1,1,0
27184,179.16.128.6,1,1,0
27185,84.15.81.9,1,1,0
27186,242.1.91.9,0,2,0
27187,210.5.220.8,1,2,0
27188,159.3.116.7,1,1,0
27189,53.12.123.7,0,2,0
27190,25.16.172.9,1,2,0
27191,88.3.127.3,0,2,0
27192,130.12.85.6,0,1,0
27193,7.12.168.9,0,1,1
27194,243.11.37.1,0,1,0
27195,120.9.254.8,1,2,0
27196,25.6.113.4,1,2,0
27197,242.3.56.2,0,1,0
27198,48.5.100.2,1,1,0
27199,39.1.204.2,0,2,0
27200,60.8.2.6,1,1,0
27201,31.5.173.6,1,2,0
27202,159.3.248.6,0,1,0
27203,249.11.81.8,1,2,0
27204,25.1.193.2,1,2,0
27205,218.10.57.2,1,2,0
27206,105.4.235.9,0,2,0
27207,108.2.7.7,0,2,0
27208,195.9.136.5,0,1,0
27209,171.7.130.6,0,2,1
27210,85.13.174.2,1,2,0
27211,35.14.61.1,1,1,0
27212,73.3.75.8,0,2,0
27213,41.8.20.3,0,2,0
27214,198.10.100.5,0,1,0
27215,16.11.143.3,0,2,0
27216,142.5.120.2,1,1,0
27217,226.7.83.8,1,2,0
27218,43.14.69.2,0,1,0
27219,76.4.184.4,1,1,0
27220,218.16.55.6,0,2,0
27221,192.9.240.4,0,2,0
27222,221.9.9.9,1,2,0
27223,234.15.7.3,0,1,0
27224,71.7.240.9,1,1,0
27225,50.13.184.4,1,2,0
27226,249.1.183.6,1,2,0
27227,205.13.131.3,0,1,1
27228,74.3.141.3,1,1,0
27229,27.1.140.6,1,2,0
27230,116.14.141.7,1,1,0
27231,17.3.46.6,1,1,0
27232,99.12.172.8,1,2,0
27233,41.13.32.6,0,1,0
27234,48.14.200.3,0,1,0
27235,137.13.106.9,1,2,0
27236,108.10.58.2,0,1,0
27237,95.5.227.3,1,2,0
27238,141.12.244.6,0,2,0
27239,20.15.19.6,0,1,0
27240,102.12.71.8,1,2,0
27241,28.9.98.3,1,1,0
27242,19.5.44.1,1,2,0
27243,234.12.59.4,0,1,0
27244,253.9.31.4,0,2,0
27245,132.7.30.6,0,2,0
27246,127.8.95.8,1,2,0
27247,23.16.184.4,1,2,0
27248,95.4.128.9,1,2,0
27249,80.4.214.9,0,1,0
27250,202.4.169.1,1,2,0
27251,56.0.166.8,0,2,0
27252,29.9.154.9,1,2,0
27253,29.0.116.5,1,2,0
27254,185.16.176.9,1,2,0
27255,196.11.52.1,0,2,1
27256,102.4.62.9,1,1,0
27257,212.10.28.7,0,1,0
27258,105.6.217.8,0,2,0
27259,128.7.136.5,1,2,0
27260,168.1.96.9,0,2,0
27261,217.4.234.8,1,1,0
27262,22.0.5.6,1,2,0
27263,194.14.217.2,0,2,0
27264,100.16.101.9,1,2,0
27265,155.6.250.7,1,2,0
27266,108.13.160.2,1,1,0
27267,16.16.1.7,1,2,0
27268,174.1.43.6,1,2,0
27269,19.12.252.8,0,1,0
27270,65.7.172.5,0,2,1
27271,208.15.61.3,1,1,0
27272,17.15.184.9,0,1,1
27273,208.0.204.6,1,1,0
27274,65.16.116.5,0,1,0
27275,117.8.142.6,0,2,0
27276,39.16.21.8,0,1,0
27277,204.11.218.8,1,2,0
27278,85.5.89.3,1,2,0
27279,48.14.100.5,0,2,0
27280,6.11.126.8,1,2,0
27281,246.2.255.5,0,1,0
27282,15.13.87.2,1,2,0
27283,33.4.53.7,1,2,0
27284,70.2.57.8,1,1,0
27285,226.12.205.8,0,2,0
27286,2.9.117.1,1,2,0
27287,99.16.127.5,1,1,0
27288,116.2.154.7,0,2,0
27289,166.14.160.1,1,2,0
27290,159.12.173.1,1,2,0
27291,248.2.41.6,1,1,0
27292,241.14.26.7,1,1,0
27293,157.15.169.9,0,1,0
27294,95.3.173.4,1,1,0
27295,16.0.0.2,1,1,0
27296,29.2.27.6,1,1,0
27297,232.9.166.4,0,2,0
27298,95.9.16.9,0,1,0
27299,54.16.88.9,1,1,0
27300,122.5.186.7,0,1,0
27301,71.5.196.3,0,1,0
27302,126.14.1.4,1,1,0
27303,229.6.119.8,1,1,0
27304,202.15.86.6,0,2,0
27305,121.10.93.3,1,1,0
27306,28.8.58.6,1,2,0
27307,194.7.46.9,1,2,0
27308,91.7.230.1,1,2,0
27309,112.6.247.4,1,2,0
27310,133.15.156.8,1,1,0
27311,142.1.221.9,1,2,0
27312,168.15.183.2,0,1,0
27313,125.4.233.2,0,1,0
27314,16.8.130.3,1,1,0
27315,204.15.42.8,1,2,0
27316,52.12.130.9,0,2,0
27317,62.6.214.9,1,2,0
27318,10.9.230.4,1,1,0
27319,149.9.60.2,0,1,0
27320,214.9.77.8,0,1,0
27321,185.9.71.7,0,1,0
27322,241.8.128.3,0,1,0
27323,75.6.135.8,0,2,0
27324,178.1.174.1,0,1,1
27325,124.7.111.2,1,2,0
27326,127.16.199.4,0,1,0
27327,92.12.165.3,0,1,0
27328,39.14.1.9,0,2,0
27329,114.13.64.1,1,1,0
27330,21.5.103.1,0,2,1
27331,29.0.133.8,1,2,0
27332,123.0.19.3,1,1,0
27333,127.16.125.2,1,2,0
27334,47.0.213.5,1,2,0
27335,158.10.147.3,1,1,0
27336,234.14.248.2,1,2,0
27337,110.2.60.9,0,2,0
27338,198.7.213.2,0,2,0
27339,170.13.113.5,1,2,0
27340,100.11.235.2,1,2,0
27341,7.1.168.6,1,2,0
27342,231.0.231.1,0,1,0
27343,82.12.23.3,1,2,0
27344,198.5.2.5,1,2,0
27345,53.6.227.4,1,1,0
27346,43.8.94.3,1,1,0
27347,210.12.225.7,1,2,0
27348,251.12.187.8,1,1,0
27349,153.9.25.4,1,2,0
27350,59.6.148.7,0,1,0
27351,90.11.4.5,1,2,0
27352,191.6.229.4,1,2,0
27353,82.11.57.1,1,2,0
27354,31.11.166.6,0,1,0
27355,214.1.18.4,1,2,0
27356,24.11.20.1,0,1,0
27357,147.16.156.5,1,2,0
27358,98.13.228.1,1,2,0
27359,153.8.81.5,0,2,0
27360,35.2.88.5,1,2,0
27361,49.12.125.9,0,2,1
27362,18.11.248.2,1,1,0
27363,36.1.38.8,0,1,0
27364,221.6.166.6,1,2,0
27365,242.6.42.9,0,1,0
27366,27.1.56.4,1,1,0
27367,150.15.156.5,0,2,1
27368,108.1.42.5,1,2,0
27369,222.11.7.4,0,1,0
27370,29.9.193.7,0,1,1
27371,247.14.229.8,1,2,0
27372,194.6.28.9,0,1,0
27373,66.7.13.4,0,1,0
27374,238.16.62.8,1,1,0
27375,239.11.37.4,0,1,0
27376,44.2.247.6,1,1,0
27377,121.11.129.2,1,1,0
27378,14.11.151.6,0,2,0
27379,219.5.133.9,1,1,0
27380,168.5.96.6,1,1,0
27381,53.0.60.6,1,2,0
27382,167.13.168.4,1,1,0
27383,158.9.6.9,1,1,0
27384,88.9.113.2,0,1,0
27385,148.15.62.9,1,1,0
27386,52.16.41.3,1,2,0
27387,99.4.154.8,1,1,0
27388,16.7.156.3,1,1,0
27389,8.12.48.4,0,1,0
27390,131.6.248.6,0,1,1
27391,20.3.40.7,1,2,0
27392,237.14.238.3,1,2,0
27393,211.1.74.2,0,1,0
27394,21.3.127.5,1,1,0
27395,209.5.188.4,1,2,0
27396,181.5.186.9,1,2,0
27397,226.10.41.5,0,2,0
27398,15.7.85.6,0,1,0
27399,3.10.156.1,1,2,0
27400,80.16.118.3,0,1,0
27401,104.3.93.8,1,1,0
27402,30.7.161.6,0,2,0
27403,189.16.166.4,1,2,0
27404,126.12.109.4,1,1,0
27405,27.8.40.3,1,1,0
27406,0.5.168.4,0,1,0
27407,128.6.54.6,1,2,0
27408,154.7.95.7,0,1,1
27409,74.4.203.9,0,1,0
27410,51.4.209.7,1,1,0
27411,153.9.64.8,1,1,0
27412,24.11.216.4,0,1,0
27413,176.14.209.8,0,2,0
27414,181.10.232.5,0,2,0
27415,102.13.141.6,0,2,1
27416,57.12.110.8,1,1,0
27417,211.3.227.1,0,1,0
27418,35.0.63.2,1,1,0
27419,221.2.16.2,0,2,0
27420,47.14.114.8,0,2,0
27421,123.16.88.6,0,1,1
27422,34.16.89.2,0,2,0
27423,63.5.150.8,1,1,0
27424,227.0.105.2,1,1,0
27425,66.8.65.6,0,1,0
27426,252.3.23.9,1,2,0
27427,235.10.78.8,1,1,0
27428,240.1.94.6,1,2,0
27429,31.8.124.2,0,2,0
27430,217.16.177.8,0,2,0
27431,251.16.87.6,1,2,0
27432,75.7.246.8,1,2,0
27433,15.16.184.9,0,2,0
27434,40.10.142.7,0,1,0
27435,205.10.240.8,0,1,0
27436,251.5.212.9,1,2,0
27437,39.13.148.8,1,1,0
27438,223.16.229.6,0,2,0
27439,76.16.137.9,1,2,0
27440,109.4.210.4,0,1,0
27441,242.9.42.6,0,2,1
27442,82.15.192.8,1,1,0
27443,196.7.54.2,0,2,1
27444,68.0.188.5,1,1,0
27445,144.10.69.7,1,1,0
27446,153.1.112.8,1,1,0
27447,188.1.91.6,1,1,0
27448,138.13.9.2,1,1,0
27449,30.12.72.3,0,1,0
27450,92.14.79.5,0,1,0
27451,87.2.25.2,1,2,0
27452,120.7.228.6,0,2,0
27453,166.2.222.4,1,2,0
27454,51.5.126.8,1,2,0
27455,179.1.231.3,0,2,0
27456,152.4.7.3,1,1,0
27457,198.10.44.7,1,1,0
27458,32.12.206.1,1,1,0
27459,186.4.246.7,1,2,0
27460,177.12.212.2,1,1,0
27461,71.15.77.6,0,1,0
27462,12.2.27.2,1,2,0
27463,190.10.241.4,1,2,0
27464,88.14.62.6,0,1,0
27465,235.16.1.6,0,1,0
27466,166.7.97.7,1,2,0
27467,61.10.246.2,0,1,0
27468,111.2.155.4,1,1,0
27469,100.4.104.8,1,1,0
27470,22.14.48.9,1,2,0
27471,156.15.74.4,0,1,0
27472,219.2.154.9,0,2,1
27473,225.5.208.2,1,1,0
27474,135.3.229.3,0,1,0
27475,66.12.71.2,1,1,0
27476,45.4.30.3,0,2,0
27477,215.15.22.8,0,1,0
27478,238.12.185.4,1,1,0
27479,50.8.224.3,0,1,0
27480,235.5.5.2,1,1,0
27481,55.2.196.6,0,2,0
27482,58.12.232.5,0,2,0
27483,42.6.156.1,1,1,0
27484,57.15.216.6,1,1,0
27485,20.0.251.6,1,1,0
27486,19.10.131.2,1,2,0
27487,228.9.25.9,0,2,0
27488,151.8.137.2,1,2,0
27489,111.7.126.7,1,2,0
27490,137.0.164.8,1,1,0
27491,21.13.25.8,1,2,0
27492,223.6.58.4,0,1,0
27493,192.3.30.9,1,2,0
27494,116.15.113.8,1,1,0
27495,24.10.221.8,1,1,0
27496,132.2.76.6,1,2,0
27497,56.6.204.4,0,1,0
27498,240.0.142.7,0,2,0
27499,109.16.173.8,1,1,0
27500,87.16.10.4,0,1,0
27501,14.11.96.4,0,2,0
27502,170.13.41.9,0,1,0
27503,54.4.2.9,0,1,0
27504,186.14.121.5,1,1,0
27505,102.1.122.6,0,1,0
27506,162.13.245.6,1,2,0
27507,38.16.86.1,1,1,0
27508,133.3.193.9,1,2,0
27509,161.7.108.6,0,2,0
27510,200.3.40.9,1,2,0
27511,149.11.127.7,1,2,0
27512,233.8.149.4,1,1,0
27513,66.12.183.2,1,1,0
27514,126.4.228.2,1,2,0
27515,82.6.183.2,1,2,0
27516,18.11.104.5,0,2,0
27517,235.13.58.3,0,1,0
